id,name_ja,name_zh,name_en,type,damage_class,power,accuracy,priority,pp,description_ja,description_zh,description_en,effect_ja,effect_zh,effect_en,learned_by_pokemon,type_id
220,いたみわけ,分担痛楚,pain-split,normal,status,,,0,20,自分の　ＨＰと　相手の　ＨＰを あわせて　それを　自分と　相手で なかよく　わける。,将自己的ＨＰ和 对手的ＨＰ相加， 然后自己和对手友好地平分。,"The user adds its HP to the target's HP, then equally splits the combined HP between the target and itself.",,,Changes the user’s and target’s remaining HP to the average of their current remaining HP.  Ignores accuracy and evasion modifiers.  This effect does not count as inflicting damage for other moves and effects that respond to damage taken.  This effect fails against a substitute.,185,1
221,せいなるほのお,神圣之火,sacred-fire,fire,physical,100,95,0,5,神秘の　炎で 相手を　焼きつくして　攻撃する。 やけど状態に　することが　ある。,用神秘的火焰 烧尽对手进行攻击。 有时会让对手陷入灼伤状态。,The target is razed with a mystical fire of great intensity. This may also leave the target with a burn.,,,"Inflicts regular damage.  Has a 50% chance to burn the target.  Frozen Pokémon may use this move, in which case they will thaw.",2,10
222,マグニチュード,震级,magnitude,ground,physical,,100,0,30,この技は　使えません 思い出すことが　できなくなりますが 技を　忘れることを　おすすめします,无法使用这个招式。 虽然忘记之后就再也想不起来了， 但还是建议忘记这个招式。,"This move can’t be used. It’s recommended that this move is forgotten. Once forgotten, this move can’t be remembered.",,,"Inflicts regular damage.  Power is selected at random between 10 and 150, with an average of 71:  Magnitude | Power | Chance --------: | ----: | -----:         4 |    10 |     5%         5 |    30 |    10%         6 |    50 |    20%         7 |    70 |    30%         8 |    90 |    20%         9 |   110 |    10%        10 |   150 |     5%  This move has double power against Pokémon currently underground due to dig.",24,5
223,ばくれつパンチ,爆裂拳,dynamic-punch,fighting,physical,100,50,0,5,こん身の　力で パンチを　くりだして　攻撃する。 相手を　必ず　混乱させる。,使出浑身力气出拳进行攻击。 必定会使对手混乱。,The user attacks by punching the target with full concentrated power. This also confuses the target.,,,Inflicts regular damage.  Has a 100% chance to confuse the target.,141,2
224,メガホーン,超级角击,megahorn,bug,physical,120,85,0,10,硬くて　りっぱな　つので　おもいっきり 相手を　突き刺して　攻撃する。,用坚硬且华丽的角狠狠地 刺入对手进行攻击。,"Using its tough and impressive horn, the user rams into the target with no letup.",,,Inflicts regular damage.,45,7
225,りゅうのいぶき,龙息,dragon-breath,dragon,special,60,100,0,20,ものすごい　息を 相手に　吹きつけて　攻撃する。 まひ状態に　することが　ある。,将强烈的气息 吹向对手进行攻击。 有时会让对手陷入麻痹状态。,The user exhales a mighty gust that inflicts damage. This may also leave the target with paralysis.,,,Inflicts regular damage.  Has a 30% chance to paralyze the target.,91,16
226,バトンタッチ,接棒,baton-pass,normal,status,,,0,40,控えの　ポケモンと　入れ替わる。 能力変化は　替わった ポケモンが　そのまま　受けつぐ。,和后备宝可梦进行替换。 换上的宝可梦能直接继承 其能力的变化。,The user switches places with a party Pokémon in waiting and passes along any stat changes.,,,"User switches out, and the trainer selects a replacement Pokémon from the party.  Stat changes, confusion, and persistent move effects are passed along to the replacement Pokémon.  The following move effects are passed:  * aqua ring * both the user’s and target’s effect of block, mean look, and spider web * the curse effect of curse * embargo * focus energy or an activated lansat berry * gastro acid * ingrain * being sapped by leech seed * being targeted by lock on or mind reader * magnet rise * perish song’s counter * power trick * substitute; the doll’s HP is unchanged  The replacement Pokémon does not trigger effects that respond to Pokémon switching in.",213,1
227,アンコール,再来一次,encore,normal,status,,100,0,5,相手に　アンコールした　技を ３回　続けて　出させる。,让对手接受再来一次， 连续３次使出最后使用的招式。,The user compels the target to keep using the move it encored for three turns.,,,"The next 4–8 times (selected at random) the target attempts to move, it is forced to repeat its last used move.  If the selected move allows the trainer to select a target, an opponent will be selected at random each turn.  If the target is prevented from using the selected move by some other effect, struggle will be used instead.  This effect ends if the selected move runs out of PP.  If the target hasn’t used a move since entering the field, if it tried to use a move this turn and failed, if it does not know the selected move, or if the selected move has 0 PP remaining, this move will fail.  If the target’s last used move was encore, mimic, mirror move, sketch, struggle, or transform, this move will fail.",219,1
228,おいうち,追打,pursuit,dark,physical,40,100,0,20,この技は　使えません 思い出すことが　できなくなりますが 技を　忘れることを　おすすめします,无法使用这个招式。 虽然忘记之后就再也想不起来了， 但还是建议忘记这个招式。,"This move can’t be used. It’s recommended that this move is forgotten. Once forgotten, this move can’t be remembered.",,,"Inflicts regular damage.  If the target attempts to switch out this turn before the user acts, this move hits the target before it leaves and has double power.  This effect can still hit a Pokémon that switches out when it has a substitute up or when an ally has used follow me.",117,17
229,こうそくスピン,高速旋转,rapid-spin,normal,physical,50,100,0,40,回転して　相手を　攻撃する。 しめつける　まきつく　やどりぎのタネ　など 吹きとばす。自分の　素早さも　あがる。,通过旋转来攻击对手。 可以摆脱绑紧、紧束、寄生种子 等招式。还能提高自己的速度。,"The user performs a spin attack that can also eliminate the effects of such moves as Bind, Wrap, and Leech Seed. This also boosts the user's Speed stat.",,,"Inflicts regular damage.  Removes leech seed from the user, frees the user from bind, clamp, fire spin, magma storm, sand tomb, whirlpool, and wrap, and clears spikes, stealth rock, and toxic spikes from the user’s side of the field.  If this move misses or has no effect, its effect doesn’t activate.",64,1
230,あまいかおり,甜甜香气,sweet-scent,normal,status,,100,0,20,香りで　相手の　回避率を がくっと　さげる。,用香气大幅降低对手的闪避率。,The user releases a scent that harshly lowers opposing Pokémon's evasiveness.,,,Lowers the target’s evasion by one stage.,94,1
231,アイアンテール,铁尾,iron-tail,steel,physical,100,75,0,15,硬い　しっぽで 相手を　たたきつけて　攻撃する。 相手の　防御を　さげることが　ある。,使用坚硬的尾巴 摔打对手进行攻击。 有时会降低对手的防御。,The target is slammed with a steel-hard tail. This may also lower the target's Defense stat.,,,Inflicts regular damage.  Has a 30% chance to lower the target’s Defense by one stage.,404,9
