id,name_ja,name_zh,name_en,category,fling_power,fling_effect,description_ja,description_zh,description_en,image_path
317,わざマシン１３,招式学习器１３,tm13,all-machines,,,激しく　渦をまく　炎の中に ４ー５ターンの　間 相手を　閉じこめて　攻撃する。,将对手困在 激烈的火焰旋涡中， 在４～５回合内进行攻击。,The target becomes trapped within a fierce vortex of fire that rages for four to five turns.,heldItemImage/tm13.png
318,わざマシン１４,招式学习器１４,tm14,all-machines,,,弱い　電撃を　浴びせることで 相手を　まひ状態に　する。,向对手发出 微弱的电击， 从而让对手陷入麻痹状态。,The user launches a weak jolt of electricity that paralyzes the target.,heldItemImage/tm14.png
319,わざマシン１５,招式学习器１５,tm15,all-machines,,,１ターン目に　潜り　２ターン目で 相手を　攻撃する。,第１回合钻入， 第２回合攻击对手。,"The user burrows into the ground, then attacks on the next turn.",heldItemImage/tm15.png
320,わざマシン１６,招式学习器１６,tm16,all-machines,,,おもわず　耳を　ふさぎたくなる いやなおとを　だして 相手の　防御を　がくっと　さげる。,发出不由自主想要 捂起耳朵的刺耳声， 从而大幅降低对手的防御。,An earsplitting screech harshly lowers the target’s Defense stat.,heldItemImage/tm16.png
321,わざマシン１７,招式学习器１７,tm17,all-machines,,,５ターンの　間　不思議な　かべで 相手から　受ける　特殊攻撃の ダメージを　弱める。,利用神奇的墙壁， 在５回合内减弱从对手那里 受到的特殊攻击的伤害。,A wondrous wall of light is put up to reduce damage from special attacks for five turns.,heldItemImage/tm17.png
322,わざマシン１８,招式学习器１８,tm18,all-machines,,,５ターンの　間　不思議な　かべで 相手から　受ける　物理攻撃の ダメージを　弱める。,利用神奇的墙壁， 在５回合内减弱从对手那里 受到的物理攻击的伤害。,A wondrous wall of light is put up to reduce damage from physical attacks for five turns.,heldItemImage/tm18.png
323,わざマシン１９,招式学习器１９,tm19,all-machines,,,５ターンの　間 不思議な　力に　守られて 状態異常に　ならなくなる。,在５回合内 被神奇的力量守护， 从而不会陷入异常状态。,The user creates a protective field that prevents status conditions for five turns.,heldItemImage/tm19.png
324,わざマシン２０,招式学习器２０,tm20,all-machines,,,爆発を　おこして　自分の 周りに　いるものを　攻撃する。 使ったあとに　ひんしに　なる。,引发爆炸， 攻击自己周围所有的宝可梦。 使用后陷入濒死。,The user attacks everything around it by causing an explosion. The user faints upon using this move.,heldItemImage/tm20.png
325,わざマシン２１,招式学习器２１,tm21,all-machines,,,２ターンの　間　眠り続ける。 自分の　ＨＰと　状態異常を すべて　回復する。,连续睡上２回合。 回复自己的全部ＨＰ 以及治愈所有异常状态。,The user goes to sleep for two turns. This fully restores the user’s HP and heals any status conditions.,heldItemImage/tm21.png
326,わざマシン２２,招式学习器２２,tm22,all-machines,,,大きな　岩を 激しく　ぶつけて　攻撃する。 相手を　ひるませることが　ある。,将大岩石 猛烈地撞向对手进行攻击。 有时会使对手畏缩。,Large boulders are hurled at opposing Pokémon to inflict damage. This may also make the opposing Pokémon flinch.,heldItemImage/tm22.png
327,わざマシン２３,招式学习器２３,tm23,all-machines,,,攻撃と　同時に　道具を　盗む。 自分が　道具を　持っている　場合は 盗めない。,攻击的同时盗取道具。 当自己携带道具时， 不会去盗取。,The user attacks and steals the target’s held item simultaneously. The user can’t steal anything if it already holds an item.,heldItemImage/tm23.png
328,わざマシン２４,招式学习器２４,tm24,all-machines,,,自分が　寝ているときに 雑音を　だして　攻撃する。 相手を　ひるませることが　ある。,在自己睡觉时， 发出噪音进行攻击。 有时会使对手畏缩。,This attack can be used only if the user is asleep. The harsh noise may also make the target flinch.,heldItemImage/tm24.png
329,わざマシン２５,招式学习器２５,tm25,all-machines,,,相手の　攻撃を まったく　受けない。 連続で　だすと　失敗しやすい。,完全抵挡 对手的攻击。 连续使出则容易失败。,This move enables the user to protect itself from all attacks. Its chance of failing rises if it is used in succession.,heldItemImage/tm25.png
330,わざマシン２６,招式学习器２６,tm26,all-machines,,,恐ろしい　顔で　にらみ　おびえさせて 相手の　素早さを　がくっと　さげる。,用恐怖的表情瞪着对手， 使其害怕， 从而大幅降低对手的速度。,The user frightens the target with a scary face to harshly lower its Speed stat.,heldItemImage/tm26.png
331,わざマシン２７,招式学习器２７,tm27,all-machines,,,凍てつく　冷気を 相手に　吹きつけて　攻撃する。 相手の　素早さを　さげる。,将结冰的冷气 吹向对手进行攻击。 会降低对手的速度。,The user attacks with a gust of chilled air. This also lowers opposing Pokémon’s Speed stats.,heldItemImage/tm27.png
332,わざマシン２８,招式学习器２８,tm28,all-machines,,,養分を　吸い取り　攻撃する。 与えた　ダメージの 半分の　ＨＰを　回復できる。,吸取对手的养分进行攻击。 可以回复给予对手 伤害的一半ＨＰ。,A nutrient-draining attack. The user’s HP is restored by half the damage taken by the target.,heldItemImage/tm28.png
333,わざマシン２９,招式学习器２９,tm29,all-machines,,,かわいく　みつめて　油断を　誘い 相手の　攻撃を　がくっと　さげる。,可爱地凝视， 诱使对手疏忽大意， 从而大幅降低对手的攻击。,"The user gazes at the target rather charmingly, making it less wary. This harshly lowers the target’s Attack stat.",heldItemImage/tm29.png
334,わざマシン３０,招式学习器３０,tm30,all-machines,,,硬い　翼を　相手に　たたきつけて 攻撃する。　自分の　防御が あがることが　ある。,用坚硬的翅膀敲打 对手进行攻击。 有时会提高自己的防御。,The target is hit with wings of steel. This may also raise the user’s Defense stat.,heldItemImage/tm30.png
335,わざマシン３１,招式学习器３１,tm31,all-machines,,,♂なら♀を　♀なら♂を　誘惑して メロメロに　する。 相手は　技が　だしにくくなる。,♂诱惑♀或♀诱惑♂， 让对手着迷。 对手将很难使出招式。,"If it is the opposite gender of the user, the target becomes infatuated and less likely to attack.",heldItemImage/tm31.png
336,わざマシン３２,招式学习器３２,tm32,all-machines,,,５ターンの　間　砂あらしで　いわ じめん　はがねタイプ　以外に　ダメージ。 いわタイプの　特防が　あがる。,在５回合内扬起沙暴，除岩石、地面和 钢属性以外的宝可梦，都会受到伤害。 岩石属性的特防还会提高。,"A five-turn sandstorm is summoned to hurt all combatants except Rock, Ground, and Steel types. It raises the Sp. Def stat of Rock types.",heldItemImage/tm32.png
337,わざマシン３３,招式学习器３３,tm33,all-machines,,,５ターンの　間　雨を　降らせて みずタイプの　威力を　あげる。 ほのおタイプの　威力は　さがる。,在５回合内一直降雨， 从而提高水属性的招式威力。 火属性的招式威力则降低。,"The user summons a heavy rain that falls for five turns, powering up Water-type moves. It lowers the power of Fire-type moves.",heldItemImage/tm33.png
338,わざマシン３４,招式学习器３４,tm34,all-machines,,,５ターンの　間　日差しを　強くして ほのおタイプの　威力を　あげる。 みずタイプの　威力は　さがる。,在５回合内让日照变得强烈， 从而提高火属性的招式威力。 水属性的招式威力则降低。,"The user intensifies the sun for five turns, powering up Fire-type moves. It lowers the power of Water-type moves.",heldItemImage/tm34.png
339,わざマシン３５,招式学习器３５,tm35,all-machines,,,５ターンの　間　あられを　降らして こおりタイプで　ない　ポケモン 全員に　ダメージを　与える。,在５回合内一直降冰雹， 除冰属性的宝可梦以外， 给予全体宝可梦伤害。,The user summons a hailstorm lasting five turns. It damages all Pokémon except Ice types.,heldItemImage/tm35.png
340,わざマシン３６,招式学习器３６,tm36,all-machines,,,激しく　渦をまく　水の中に ４ー５ターンの　間 相手を　閉じこめて　攻撃する。,将对手困在激烈的 水流旋涡中， 在４～５回合内进行攻击。,The user traps the target in a violent swirling whirlpool for four to five turns.,heldItemImage/tm36.png
341,わざマシン３７,招式学习器３７,tm37,all-machines,,,味方　全員で　攻撃する。 仲間の　ポケモンが　多いほど 技の　攻撃回数が　増える。,我方全员进行攻击。 同行的宝可梦越多， 招式的攻击次数越多。,"The user gets all party Pokémon to attack the target. The more party Pokémon, the greater the number of attacks.",heldItemImage/tm37.png
